WordA,WordB,Sentence,reading_times_alpha,reading_times_nonalpha
discussion,thought,A lot of X and Y went into making the decision to buy this house.,-53.89304256439209,-54.11569166183472
distress,pain,The couple's divorce caused a lot of X and Y for the whole family.,-44.346291065216064,-42.93413853645325
mouth,nostrils,"Evan took a look at the X and Y of his dog, and compared them to his own.",-21.356784297851846,-24.048869602382183
cakes,pies,Hannah had a real sweet tooth for X and Y so she took up baking as a hobby.,-12.22879022359848,-10.898497870191932
adventure,romance,The movie had a great balance of X and Y which made it a great success.,-48.841668128967285,-53.541436195373535
agreements,contracts,Tony had to deal with many X and Y before he officially started working at the company.,-49.13125443458557,-50.1887903213501
crime,poverty,The study on the link between X and Y was published in the local newspaper.,-55.15506076812744,-56.37612819671631
cousins,uncles,Olivia said her X and Y are her favorite family members.,-48.40736198425293,-45.28010272979736
fire,light,"According to Mandy, the lack of X and Y ruined the evening's ambiance.",-38.280460834503174,-37.85563802719116
child,husband,Rachel lived with her X and Y in a small apartment in New York City.,-45.31085395812988,-44.95466709136963
vinegar,water,Nicole needed X and Y for the recipe she was trying out.,-42.329628467559814,-47.96103096008301
fork,spoon,Tara needed both a X and Y to properly eat her meal.,-49.22098350524902,-48.22654700279236
Burma,India,They talked about visiting X and Y for their upcoming honeymoon.,-47.46607208251953,-46.997530937194824
fruit,nuts,All he had in his kitchen was X and Y so he made a trip to the grocery store.,-21.585696630179882,-25.058030605316162
ability,strength,Lisa had the X and Y to become a professional athlete.,-48.6673321723938,-49.55251693725586
agencies,individuals,Many different X and Y worked together on this project.,-53.40647220611572,-52.200536251068115
coffee,sandwiches,The company had X and Y catered for their employees.,-49.818145751953125,-49.10863256454468
coffee,toast,Every morning Karen has X and Y for breakfast before school.,-41.23241853713989,-42.1194634437561
anger,anxiety,Anne felt X and Y whenever she was stuck in traffic.,-58.603168964385986,-59.2408127784729
apprehension,fear,Charlie felt X and Y before jumping out of the plane to skydive.,-56.327940464019775,-64.6276445388794
figures,words,Hannah used X and Y to explain her findings.,-48.41771650314331,-46.60430288314819
blood,guts,The film showed X and Y which made them very uncomfortable.,-50.78865957260132,-49.66226148605347
action,character,Riley thought his lack of X and Y was too significant to overlook.,-52.99471569061279,-52.87778091430664
diamonds,rubies,The pirates followed the treasure map to find that X and Y were hidden in the treasure chest.,-11.570884096669033,-7.061600007116795
plans,projects,She had many X and Y in the works for her small business.,-48.43377351760864,-47.422390937805176
jacket,trousers,Ted needed to iron his X and Y before his big meeting.,-44.89993143081665,-47.82082462310791
kind,quantity,This was the X and Y of bread that he needed for the recipe.,-51.27836513519287,-51.915560245513916
family,neighborhood,She loved her X and Y so she was sad about leaving for college.,-47.75743007659912,-47.95083236694336
nights,weekends,Clare spent her X and Y working on new recipes for the cookbook she was writing.,-17.33370155096054,-19.930410087108612
labor,money,The amount of X and Y required to keep the farm was not worth it to Mark.,-56.0851411819458,-56.86386442184448
shower,tub,Lilly wanted to install a X and Y into her new bathroom.,-50.13676404953003,-48.83577346801758
aggression,hostility,"Sasha felt X and Y towards her brother, so she tried to avoid him.",-63.91885948181152,-57.36280918121338
information,material,Fred lacked the X and Y to work on the project.,-42.05162572860718,-41.139278173446655
despair,rage,Annie felt a lot of X and Y so she wanted to talk with a therapist.,-16.82613579928875,-17.748781867325306
improvements,land,Timothy said that the hotel needed more X and Y to be able to make enough money.,-42.87373447418213,-44.17362141609192
landings,takeoffs,Christian enjoyed watching the X and Y of the planes at the airport.,-40.080692291259766,-41.329957008361816
novels,tales,He had always loved X and Y so he majored in English in college.,-54.739028453826904,-52.75255012512207
corruption,crime,All of the X and Y in the city made Tony want to move.,-45.631850242614746,-46.01531982421875
anthropology,psychology,He has figured out that X and Y are the subjects he wants to study in college.,-24.785054683685303,-25.45019432902336
lecturer,writer,She was both a X and Y but wanted to be an actor instead.,-49.621031761169434,-51.12238645553589
fog,mist,All of the X and Y made Terry want to stay inside the house all day.,-59.83378458023071,-61.501288414001465
field,stream,"There was a X and Y near his house, which made him very happy.",-53.51661205291748,-54.539072036743164
dates,events,Katrina had many X and Y to attend because she was very popular.,-53.81884574890137,-53.1834192276001
belly,chest,"Zack said his X and Y were hurting, so his mom took him to the hospital.",-12.981115374714136,-12.465613265521824
pain,shame,Todd felt X and Y when he talked about his divorce.,-50.57458257675171,-49.2246789932251
doorways,windows,Bill wanted to fix the X and Y before moving into the new home.,-55.66494417190552,-57.54343795776367
history,identity,Jonathon was unsure about the X and Y of the statue he saw in the park.,-30.834213137626648,-30.938952684402466
anger,indignation,Amber felt X and Y after arguing with her sister.,-57.211703300476074,-56.61709403991699
cream,peaches,We had X and Y for dessert at the diner down the street.,-51.12682056427002,-47.22758197784424
classmates,friends,We have been X and Y all the way from kindergarten to college.,-50.411192893981934,-48.75882530212402
movements,positions,"After hurting her foot, certain X and Y caused her a lot of pain.",-58.17542505264282,-57.49294471740723
barrels,boxes,There were a lot of X and Y that needed to be moved before the event could start.,-13.727059930562973,-12.622367786243558
costumes,masks,Tammy had to buy X and Y for all of the Halloween parties she was going to attend.,-12.144120932091027,-12.47258511558175
attractions,repulsions,He experienced both X and Y which made him very confused.,-52.9652681350708,-55.05278444290161
effort,resources,It would take a lot of X and Y to put on this fundraiser.,-54.42991495132446,-54.13147306442261
ability,age,"They questioned his X and Y in the interview, which he thought was unfair.",-47.96181774139404,-50.471702575683594
editing,publishing,The company did the X and Y for many well-known books.,-53.878023624420166,-54.32167911529541
cysts,tumors,Paul had an appointment with his doctor to check for any X and Y that he might have.,-13.698735058307648,-13.578528117388487
dirt,sweat,Mike needed to wash the X and Y out of his soccer uniform.,-31.097856879234314,-29.699604272842407
dreams,plans,She had X and Y to become a successful scientist.,-42.13328552246094,-44.641493797302246
farms,fields,Ron loved spending time at X and Y because he loved being in nature.,-52.369322299957275,-50.174309730529785
cause,consequence,Finn didn't want to think about the X and Y of him losing his job.,-55.02390146255493,-54.25559949874878
choice,decision,It was her X and Y to stay home for the summer instead of traveling through South America.,-36.57907748222351,-38.19825220108032
confusion,turmoil,Hannah felt X and Y after her mom gave her some unfortunate news.,-51.58323955535889,-57.97636127471924
magic,superstition,He thinks X and Y are definitely not real.,-52.620262145996094,-52.39763641357422
machinery,power,She didn't think they had enough X and Y to fulfill the large bulk order.,-17.839894369710237,-17.28053053934127
education,skill,They had the X and Y to be a great professor.,-46.955049991607666,-47.3720006942749
forms,materials,Lee didn't have the necessary X and Y to move forward with the task.,-57.80991268157959,-57.23005247116089
length,quality,She thought the X and Y of the boat would impress her friends.,-47.719923973083496,-47.366858959198
inclination,time,Samuel had the X and Y to help his little brother with his homework.,-48.28451442718506,-52.74428367614746
help,understanding,She appreciated Claire's X and Y when it came to teaching John how to ride a bike.,-23.886731505393982,-23.714563220739365
closets,drawers,Ben needed a lot of X and Y to store all of his clothes.,-48.16188335418701,-49.23659944534302
friends,partners,Josh and Jack had been X and Y for almost ten years.,-50.19383478164673,-50.46967649459839
receivers,senders,Both the X and Y of the letters visited the post office often.,-45.41656684875488,-46.521259784698486
authority,force,They said that Richard's X and Y made him effective at his job.,-55.71223545074463,-56.47429084777832
trees,underbrush,All of the X and Y made the area extremely green.,-52.286168575286865,-53.46767807006836
bacon,coffee,Sara found out that X and Y was a combination she did not like.,-47.12542104721069,-48.94936990737915
december,may,He is so busy that X and Y are the only months he can see his family.,-47.37722873687744,-50.245824337005615
grains,seeds,Victoria liked her bread to have a variety of X and Y in it because she hated plain foods.,-4.752411581692286,-4.797436046646908
beauty,color,The women at the store complimented the X and Y of the girl's hair.,-44.33240342140198,-45.010419607162476
legs,torso,"Both her X and Y are extremely long, so she always has to get her clothes tailored.",-39.565592765808105,-42.04051947593689
transportation,utilities,Dylan had to spend a lot of money on X and Y on top of all his other bills.,-17.96942930109799,-14.879362307488918
hardships,trials,They dealt with many X and Y with the product they were trying to launch.,-46.97783946990967,-52.30615854263306
science,tactics,Cynthia didn't understand the X and Y behind the experiment she was reading about.,-25.351278722286224,-26.272986471652985
neighborhood,school,The fantastic X and Y made the price of the house extremely high.,-50.70183038711548,-50.404240131378174
irony,satire,The comedian used a lot of X and Y in their show last night.,-49.628013134002686,-49.22192716598511
kitchen,pantry,They wanted to renovate the X and Y before the renters moved in.,-49.26718044281006,-52.16001558303833
astronomy,geology,Richard hated X and Y so he avoided taking any classes in these subjects.,-48.3013653755188,-50.504286766052246
feet,heads,Amy thinks that the X and Y of the kittens are so cute.,-45.20717096328735,-45.12805795669556
snow,water,"Carl loves being around X and Y, so he does not want to go to the desert for vacation.",-19.04415500164032,-16.447945475578308
back,hips,Jon went to a chiropractic office to get his X and Y checked out by a professional.,-9.802180212456733,-12.264775454998016
bombers,missiles,"During the war, the X and Y caused a lot of destruction.",-39.661795139312744,-48.41612434387207
argument,debate,The couple's X and Y over what to have for dinner lasted an hour.,-50.06611156463623,-48.70340919494629
doubts,suspicions,The detective had X and Y about the suspect's alibi.,-24.204218208789825,-26.97953552007675
laborers,servants,The wealthy family had a budget for X and Y to work at their estate.,-33.60688495635986,-31.763182640075684
arms,faces,Paul noticed that the X and Y of his figurines could use some new paint.,-50.82902812957764,-53.1589994430542
chrome,glass,The architect said that X and Y are his favorite materials to use in his designs.,-52.70296859741211,-53.7316951751709
paris,washington,Connor spent his summer in X and Y even though he wanted to travel to China.,-27.799847338348627,-22.988051921129227
arm,back,Maddy injured her X and Y during her basketball game last week.,-47.75595808029175,-49.69508695602417
emotion,meaning,The singer put a lot of X and Y into all of the songs they wrote.,-30.701331853866577,-33.29370331764221
bushes,vines,All of the X and Y in the backyard made Mandy very happy.,-20.422412157058716,-23.810826539993286
authority,independence,"Victor wanted more X and Y, so he worked towards a promotion.",-48.995269536972046,-46.89249014854431
crises,problems,All of the X and Y she had to overcome made her stronger.,-51.38584661483765,-50.33845281600952
bathrobe,slippers,Kyle refused to leave his X and Y at home when he travelled anywhere.,-16.29631307348609,-16.38787943124771
generalists,specialists,Martin wanted to talk with both X and Y before making his decision.,-55.68068218231201,-58.02200269699097
boredom,loneliness,Chloe experienced X and Y over the summer because she missed her college friends.,-9.937477100931574,-12.28721653134562
excitement,fatigue,He felt both X and Y when spending the day at an amusement park.,-51.292349338531494,-57.53042793273926
fun,pleasure,All of the X and Y that came with traveling made the cost worth it.,-41.586623430252075,-38.63129663467407
individualism,socialism,Nate discussed X and Y with his friend in the coffee shop.,-50.44585609436035,-51.19016218185425
fields,homes,"There were plenty of X and Y in the town, which made it an ideal place for families.",-26.183387279510498,-24.960082411766052
certainty,security,Trish appreciated the X and Y that her job as a dentist provided.,-39.74448537826538,-45.295037269592285
artist,critic,Lisa was both the X and Y who worked on the magazine.,-50.96712398529053,-51.05348777770996
20s,30s,Amy said she enjoyed her X and Y because she was able to travel the world.,-6.036492410465144,-11.398962340317667
brick,glass,A lot of X and Y was needed to finish building the house.,-49.896302223205566,-49.90814733505249
dentist,doctor,He had X and Y appointments back to back on Thursday.,-55.49868583679199,-51.945425510406494
bourbon,water,All the bar had to drink was X and Y so they decided to try another place.,-17.04783638101071,-21.92648203484714
cuts,wounds,Max had many X and Y after falling off his bike.,-50.94806623458862,-53.423808097839355
palm,pine,Frank decided that X and Y trees are his favorite.,-48.803529262542725,-50.37551689147949
fish,vegetable,He wanted to make a X and Y soup that would impress his family.,-52.943899154663086,-54.81331205368042
initials,names,Gloria wrote down both the X and Y of the people she wanted to invite to her wedding.,-39.53654432296753,-37.30592727661133
fury,pain,Wendy felt X and Y when she learned that her uncle had died.,-47.960041999816895,-49.170570373535156
gentleness,sweetness,The dog's X and Y made her loved by anyone who spent time with her.,-50.666088581085205,-53.217352867126465
experiences,reactions,Randy said that her X and Y made her quite the character.,-52.87187719345093,-52.82936191558838
bitterness,disappointment,Kim felt a lot of X and Y when she learned that she didn't get into her dream school.,-35.06160819530487,-35.846763610839844
comedy,satire,Olivia enjoyed X and Y and made sure that everyone knew.,-50.77518320083618,-49.75253486633301
enthusiasm,warmth,Kristin appreciated Jack's X and Y so she spent a lot of time with him.,-47.45307445526123,-50.157328605651855
body,breath,"Both his X and Y smelled, which made him embarassed.",-52.794278621673584,-52.59941577911377
beauty,brains,Her mom says she has X and Y among many other things.,-51.499571800231934,-52.12465953826904
hotels,pensions,The company spent quite a lot of money on X and Y throughout their years of business.,-53.565040588378906,-56.88809871673584
imagination,originality,It takes a lot of X and Y to write a successful novel.,-53.848244190216064,-53.94803476333618
ears,hair,Bill washed his X and Y before going to bed.,-49.471975326538086,-49.40941047668457
importance,validity,He questioned the X and Y of the statements they were making.,-49.776116371154785,-50.05397367477417
money,papers,Alice brought both the X and Y that were required to buy the house.,-55.11699295043945,-54.86088180541992
pies,puddings,The baseball team had a bake sale with X and Y to raise money for new uniforms.,-37.206215023994446,-35.34613227844238
eloquence,force,He admires his sister for the X and Y she has when dealing with difficult situations.,-53.380757331848145,-52.59613513946533
blossom,leaf,Ethan kept track of the X and Y of the plant to make sure it was healthy.,-49.486233711242676,-49.74885320663452
desolation,misery,Robert felt X and Y so he started going to therapy.,-53.25145435333252,-50.702446937561035
boots,jacket,"On a trip to the mountains, Jane forgot her X and Y at home, so she had to make a trip to the mall.",-11.565439995378256,-10.57273473776877
confusions,contradictions,All of the X and Y did not make Amy feel confident about the new rules.,-54.43044662475586,-49.864147663116455
flames,sparks,Maeve stared at the X and Y that came from the fireplace.,-48.36378526687622,-47.39163303375244
danger,threat,Riley thought that the X and Y of sharks were too high to go surfing.,-53.402198791503906,-53.69174575805664
determination,faith,It took X and Y to get where she is today.,-50.682568073272705,-53.566712856292725
berlin,frankfurt,Sam wanted to visit X and Y on her trip to Germany.,-54.94555425643921,-54.55188703536987
clothes,dishes,Molly needed to wash her X and Y before leaving for her trip.,-55.11858320236206,-56.24898862838745
comfort,companionship,He experienced X and Y whenever he visited his Grandma.,-57.373706340789795,-56.18360710144043
background,interest,He thought that Eduardo's X and Y in cooking would make him perfect for the personal chef role.,-27.259799137711525,-31.34456005692482
glass,rubber,Trisha made a statue out of X and Y for her friend's birthday.,-53.83596086502075,-53.558212757110596
color,scent,Both the X and Y of the flowers made Terry happy.,-45.8657169342041,-45.661465644836426
interest,payments,Christopher was stressed about the X and Y he had for his loans.,-49.68029308319092,-48.708027839660645
gambling,vice,Christine joked that the words X and Y should be considered synonyms.,-51.44170045852661,-46.432684898376465
activities,places,The many X and Y available to Ronnie meant that he was never bored.,-49.52455186843872,-50.15985298156738
elegance,purity,Her mom thought the dress exuded X and Y but Lauren did not agree.,-40.7516827583313,-38.60226559638977
leaves,limbs,All of the X and Y of the trees obstructed the ocean view.,-48.02189111709595,-47.42209768295288
power,trade,The country's lack of X and Y caused many financial problems.,-50.48150634765625,-52.66753625869751
games,races,All of the X and Y kept Troy very entertained.,-55.08784770965576,-54.38630294799805
evenings,sundays,Carlos spends his X and Y doing his favorite activities.,-62.981741428375244,-61.359435081481934
activity,nature,"Timothy thought that he didn't have enough X and Y in his life, so he decided to get out more.",-24.137523636221886,-22.6836753860116
sun,weather,Tina said that the X and Y made her want to be outside.,-50.54638862609863,-51.35712909698486
leather,paper,He needed to get some X and Y for his latest art project.,-48.167372703552246,-44.766830921173096
anguish,rage,She felt X and Y after learning that her dog had died.,-53.21757698059082,-50.501938819885254
shooting,yelling,The movie had a lot of X and Y which made Peter upset.,-51.17597007751465,-51.76465034484863
arches,piers,Tamara learned how to properly design X and Y in her architecture class.,-44.29119396209717,-43.48039674758911
investment,risk,Harry didn't think the X and Y were worth the money.,-44.96681356430054,-46.18220233917236
control,growth,The lack of X and Y that the position offered made Jerry want to find a new job.,-50.66999816894531,-50.779133796691895
happiness,pain,"Ed feels X and Y when drinking milk because he loves the taste, but is lactose intolerant.",-29.38485155440867,-27.887489652261138
Egypt,Europe,He wanted to visit X and Y once he had the time to travel.,-52.46707725524902,-51.20113706588745
order,truth,The judge wanted X and Y from the lawyers and witnesses.,-47.65051746368408,-47.622522830963135
factories,industries,Tristen worked in a variety of X and Y before he was able to retire.,-46.45415925979614,-42.58404350280762
name,year,Jasmine wanted to know the X and Y of the car her friend was selling.,-35.57475233078003,-35.84573793411255
river,sky,"On an afternoon walk, Cindy noticed that the X and Y were the same shade of blue.",-22.5028013586998,-22.045722723007202
detection,removal,Victoria went to her dermatologist for X and Y of her potentially cancerous moles.,-63.672629833221436,-63.703556060791016
breakfast,luncheon,The conference had a X and Y included on the itinerary.,-55.92347526550293,-56.52266025543213
attitude,experience,Both Jerry's X and Y made him an excellent candidate for the job.,-53.117393016815186,-52.142730712890625
pilot,plane,There was a need for a X and Y for the flight to Hawaii.,-50.302133083343506,-49.88533163070679
malaria,typhoid,Trina got her X and Y vaccines before travelling the world.,-52.140483379364014,-53.302345275878906
technology,time,Marissa thinks it will take a lot of X and Y for humans to be able to live on Mars.,-32.69508743286133,-29.19199538230896
economist,historian,He was surprised that both the X and Y are named Jane Doe.,-52.43013095855713,-53.42381477355957
muskets,swords,Soldiers used to use X and Y when they fought in battles.,-49.70754289627075,-48.592474937438965
character,wisdom,His mom's X and Y made her someone he would go to for advice.,-51.52760601043701,-53.00474977493286
azaleas,camellias,He bought his wife a bouquet of X and Y for Mother's Day this year.,-10.294514963403344,-9.7323391828686
silence,space,Ryan wanted X and Y after a long day of work.,-52.133071422576904,-50.70620584487915
fingers,mouth,Both her X and Y were dirty from eating ribs.,-54.53364181518555,-53.71724319458008
power,variety,Brian said that the X and Y of the cars at the dealership left him unimpressed.,-40.025121212005615,-42.18068265914917
cliches,stereotypes,The movie had a lot of X and Y but it was still one of Kim's favorites.,-5.281419336330146,-4.958963901386596
habits,movements,He kept track of his dog's X and Y because the vet told him to.,-56.53234672546387,-55.65058183670044
shirt,waistcoat,They needed to buy a new X and Y for the upcoming event.,-43.67216467857361,-40.27982997894287
boardinghouses,hotels,She spent a lot of time in X and Y during her summer travels.,-42.2893842458725,-54.04350423812866
stucco,wood,The builders used X and Y to decorate the house's exterior.,-52.35122489929199,-53.56488656997681
activities,character,They questioned her X and Y for no good reason.,-50.39163112640381,-49.16659116744995
happiness,warmth,Clarissa felt X and Y whenever she hugged her mom.,-52.31072759628296,-50.585391998291016
fulfillment,pleasure,Her job gave her X and Y along with a satisfactory salary.,-40.46832203865051,-48.579439640045166
means,motives,He was trying to understand the X and Y behind this controversial decision.,-56.70163345336914,-51.659892082214355
fear,relief,Mary felt both X and Y about graduating from high school.,-53.773715019226074,-54.00434494018555
despair,futility,Clara felt X and Y after being fired from her new job.,-52.5034236907959,-55.17133712768555
ash,maple,Hank saw many X and Y trees while on his hike.,-52.84690713882446,-53.22714042663574
beauty,inspiration,Bridget wrote blog posts centered around X and Y in her spare time.,-52.8596076965332,-52.106950759887695
clippings,pictures,She used many X and Y for the collage she was working on.,-48.586230754852295,-51.17539596557617
liquids,powders,The factory used many different X and Y to make its products.,-48.46775436401367,-51.352187156677246
domination,influence,The player's X and Y made them the obvious choice for captain of the team.,-48.353965282440186,-47.44865894317627
action,conversation,There was X and Y occurring in every scene of the movie.,-51.1099591255188,-50.245025634765625
pattern,sequence,They discussed the connection between a X and Y in their math class today.,-55.736401081085205,-56.08330154418945
detective,police,Usually the town's X and Y work together to deal with criminals.,-43.716771841049194,-46.09747838973999
church,graveyard,The couple found out that the X and Y are right behind their new house.,-39.78028869628906,-42.61837697029114
gardens,lawn,He makes sure to water the X and Y of the estate every other day.,-28.711864471435547,-28.954647302627563
powers,processes,They lacked the necessary X and Y to finish the job.,-48.61629629135132,-47.7280650138855
machinery,tractors,"He sold X and Y for a living, but he wanted to open a bakery.",-9.118439512327313,-11.54761359281838
ammo,weapons,The military has X and Y readily available to them.,-51.73604202270508,-54.14791011810303
clay,wax,"Jackie loved doing different crafts, so she had a lot of X and Y readily available to her.",-18.05098546296358,-18.53160911705345
associations,enterprises,She dealt with different X and Y in her line of work.,-50.83227300643921,-52.14790916442871
grace,modesty,Chloe's grandma said that X and Y are qualities a person should have.,-37.336655139923096,-29.50141930580139
brains,talent,Georgina had both the X and Y to be successful at her job.,-48.42810678482056,-48.70577049255371
comedy,humor,Ricky was confused about the difference between X and Y until he looked it up online.,-53.12166404724121,-55.82440233230591
certainty,order,Jake liked the X and Y that his job provided him.,-46.51373243331909,-49.88520956039429
discretion,moderation,"There was an absence of X and Y in the decision, which upset many people.",-11.441821126267314,-9.50928067532368
attention,civility,Jane's mom said the lack of X and Y made her very disappointed.,-53.25558853149414,-50.96154308319092
captain,leader,The team thought of her as a X and Y even though she didn't officially have the title.,-24.92750257253647,-25.329328775405884
control,intelligence,Jason wanted to be known for his X and Y instead of being known for his temper.,-52.992318630218506,-50.37420415878296
grease,sweat,"At the end of the day, Fred washed the X and Y off of his face.",-9.216665533836931,-9.47567611373961
comprehension,control,There was a lack of X and Y that made Stephanie feel uneasy.,-44.89077711105347,-47.100096464157104
hallucinations,visions,The man experienced X and Y when he was severely dehydrated.,-12.473143894225359,-8.08399215969257
commands,statements,The employees didn't listen to the X and Y of the rude boss.,-38.11265277862549,-35.96825134754181
cost,upkeep,They didn't think the house was worth the X and Y it would take to keep it.,-19.779369942843914,-23.56576881557703
men,objects,The artist painted X and Y for the museum's upcoming exhibit.,-47.64204931259155,-47.90505886077881
fragrance,taste,"She wanted to like the smoothie, but the X and Y made her feel sick.",-12.97605687379837,-12.460179987363517
betrayal,murder,The book was about a X and Y and Harry thought it was very interesting.,-44.243403911590576,-45.98834276199341
bacteria,insects,Xander was afraid of X and Y so he spent most of his time inside his house.,-13.892043929547071,-17.505944062024355
confusion,congestion,The traffic caused X and Y for the drivers on the busy highway.,-51.298279762268066,-54.23727083206177
facts,techniques,She wanted to discuss different X and Y with her new boss.,-49.482430934906006,-48.28970718383789
anger,spite,George felt X and Y towards his ex-best friend.,-58.700764656066895,-59.529407024383545
money,numbers,Tom liked X and Y so he decided to become an accountant.,-51.51438522338867,-50.97746801376343
boulders,ledges,Paula climbed X and Y with her friend Chris.,-46.409876346588135,-43.604268074035645
abolition,emancipation,They learned about X and Y in their history class.,-53.026246547698975,-55.63390922546387
nationalism,sovereignty,He wrote a paper on X and Y for his political science class.,-9.932276654988527,-9.082589115481824
tensions,uncertainties,Chris said all of the X and Y made him feel uncomfortable.,-14.563458513468504,-16.141199488192797
beauty,poise,The model's X and Y got her booked for a lot of shows.,-47.893168926239014,-48.826810359954834
background,intelligence,Nolan had the X and Y to be a great teacher.,-47.090628147125244,-47.17219114303589
battle,bloodshed,The soldiers blamed the X and Y on many different politicians.,-50.51770257949829,-53.23001575469971
fairness,moderation,Gino thought that X and Y were concepts that should go together.,-58.735544204711914,-57.837801933288574
back,behind,She washed the baby's X and Y in the bath tub before putting him to bed.,-28.061137676239014,-29.98223900794983
apprehension,terror,Nora felt X and Y about leaving everyone she knows to move to the other side of the world.,-27.73004674911499,-23.007531627546996
head,teeth,"Both Vanessa's X and Y were bothering her, so she took some medicine for the pain.",-26.553494405932724,-27.876224166247994
cod,salmon,He made sure the chef knew that X and Y are his sister's favorite types of fish.,-28.554709672927856,-30.65246057510376
archaeologists,geologists,They consulted X and Y for the documentary they were making.,-49.46247386932373,-50.58416032791138
chopping,sawing,It took a lot of X and Y to remove the dead trees.,-50.207796573638916,-51.63574266433716
anxiety,dismay,Josh was filled with X and Y and didn't know what to do about it.,-53.611409187316895,-58.05336236953735
resources,riches,The couple had the X and Y to start their own company.,-46.08886003494263,-44.02343201637268
personnel,ships,The company needed X and Y to carry out all the work they had to do.,-52.52255058288574,-51.768497467041016
bandits,outlaws,She watched an old western movie about X and Y with both of her roommates.,-38.639647483825684,-46.870720863342285
secrecy,stealth,The spy used X and Y to carry out his job assignments.,-50.84681701660156,-53.60677480697632
soldiers,subjects,He talked with both the X and Y about what to do next.,-47.61559820175171,-47.38803768157959
barges,towboats,The ocean was filled with X and Y so Mara didn't want to go in the water.,-9.56526814494282,-6.364947096648393
celebration,ritual,The event was considered both a X and Y by all who attended.,-49.370959758758545,-48.73021697998047
searching,yearning,It took a lot of X and Y to figure out what she wanted to do.,-53.48508834838867,-52.75025653839111
letters,magazines,Xena read many of her old X and Y instead of going on her phone.,-58.67552185058594,-58.26156711578369
flight,terror,Marissa argued that the words X and Y go together because she hates flying.,-56.52881050109863,-55.70284080505371
gaiety,spirit,He admired her X and Y and enjoyed spending time with her.,-51.16220474243164,-51.50145769119263
disdain,indifference,"Nathan felt X and Y towards Mark, so he avoided him.",-57.20239543914795,-52.3343071937561
liberalism,progress,He discussed the connection between X and Y with his friends who are political science majors.,-53.95018768310547,-58.12928485870361
blame,hate,She felt X and Y because of the poor decision she made.,-46.187283515930176,-45.373140811920166
color,imagery,She liked all of the X and Y the artist used in their art.,-49.08025598526001,-48.380738735198975
intonation,phrasing,Millie liked the X and Y that her teacher used when she spoke.,-56.271177768707275,-51.700899600982666
abasement,humiliation,"Jenny was subjected to X and Y at school, which made her want to leave.",-21.88118827342987,-15.427908480167389
commercialism,materialism,All of the X and Y in society makes Evan want to live off the grid.,-38.092790603637695,-40.53109693527222
education,industrialization,Tania read about the connection between X and Y in a chapter of her textbook.,-48.80375862121582,-50.35949420928955
foreboding,gloom,There was a sense of X and Y that made Carrie feel anxious.,-55.15604591369629,-52.927019119262695
firepower,speed,Christopher liked the X and Y of the car he was test driving.,-46.923553466796875,-47.02274131774902
