Item,WordA,WordB,OverallFreq,RelFreq,Sentence,first_word_index,alpha_order,BinomFreq,Binomial,Word1,Word2,group,Asked_about_first_or_second
385,errors,omissions,58890,0.9366445916,Rebecca went over the errors and omissions that occurred in the paper.,5,1,55159,errors and omissions,errors,omissions,1,1
394,faith,love,130104,0.6901786263,He wrote songs about faith and love that he hoped to record for his next album.,5,1,89795,faith and love,faith,love,1,2
398,farms,fields,11526,0.4367516918,Ron loved spending time at farms and fields because he loved being in nature.,6,1,5034,farms and fields,farms,fields,1,1
401,father,uncle,52100,0.9085220729,She took her father and uncle out to dinner to celebrate their birthdays.,4,1,47334,father and uncle,father,uncle,1,2
402,fathers,mothers,315907,0.492318942,The community center had summer camps for fathers and mothers to send their kids to while they worked.,8,1,155527,fathers and mothers,fathers,mothers,1,1
403,feelings,thoughts,480072,0.1513647953,"Whenever Pat was frustrated, her feelings and thoughts got muddled and she couldn't make any decisions.",6,1,72666.00001,feelings and thoughts,feelings,thoughts,1,2
407,fiction,poetry,65232,0.5009351239,Maddy liked to read fiction and poetry in her spare time.,5,1,32677,fiction and poetry,fiction,poetry,1,1
408,field,stream,15417,0.9641953687,"There was a field and stream near his house, which made him very happy.",4,1,14865,field and stream,field,stream,1,2
409,figures,words,19044,0.1167296786,Hannah used figures and words to explain her findings.,3,1,2222.999999,figures and words,figures,words,1,1
410,fingers,thumb,59440,0.4542395693,Demi broke her fingers and thumb when she fell while roller skating.,4,1,27000,fingers and thumb,fingers,thumb,1,2
411,fire,light,21101,0.561584759,"According to Mandy, the lack of fire and light ruined the evening's ambiance.",7,1,11850,fire and light,fire,light,1,1
412,fire,police,126094,0.278371691,Both the fire and police departments put on a barbeque for the community.,3,1,35101,fire and police,fire,police,1,2
413,flame,smoke,45767,0.4484235366,"He noticed the flame and smoke coming from his neighbor's house, so he called the fire department.",4,1,20523,flame and smoke,flame,smoke,1,1
414,flames,smoke,33304,0.4292877732,"Down the street, you could see the flames and smoke from the house that was on fire.",8,1,14297,flames and smoke,flames,smoke,1,2
419,food,shelter,147749,0.8765609243,The stray dog searched for food and shelter while running through the streets.,6,1,129511,food and shelter,food,shelter,1,1
420,force,violence,63181,0.9219227299,They didn't like how he used force and violence to get his way.,7,1,58248,force and violence,force,violence,1,2
421,forefinger,thumb,193360,0.1029064957,The ability to use the forefinger and thumb are very important evolutionary traits that differentiate humans from apes.,6,1,19898.00001,forefinger and thumb,forefinger,thumb,1,1
422,fork,spoon,20391,0.654455397,Tara needed both a fork and spoon to properly eat her meal.,5,1,13345,fork and spoon,fork,spoon,1,2
423,forms,materials,10721,0.5657121537,Lee didn't have the necessary forms and materials to move forward with the task.,6,1,6065,forms and materials,forms,materials,1,1
424,freedom,security,30628,0.5844325454,Mary searched for freedom and security in her next job opportunity.,4,1,17900,freedom and security,freedom,security,1,2
426,fruit,nuts,20149,0.7948781577,All he had in his kitchen was fruit and nuts so he made a trip to the grocery store.,8,1,16016,fruit and nuts,fruit,nuts,1,1
427,fruits,vegetables,667661,0.8501050683,"Growing up, Paul ate his fruits and vegetables everyday in order to be healthy.",6,1,567582,fruits and vegetables,fruits,vegetables,1,2
429,future,past,283153,0.04213269858,Jazmin wanted to talk about the future and past of the company she was interviewing for.,7,1,11930,future and past,future,past,1,1
439,gums,teeth,36148,0.1735365719,You should take care of your gums and teeth in order to have optimal dental hygiene.,7,1,6273.000001,gums and teeth,gums,teeth,1,2
441,hands,knees,339150,0.9814447884,Chris had to get on his hands and knees to look for the button that fell off his shirt.,7,1,332857,hands and knees,hands,knees,1,1
443,head,tail,73606,0.945126756,There were white spots on the head and tail of the tiny dog.,7,1,69567,head and tail,head,tail,1,2
444,health,spirits,50385,0.9643544706,In order to improve their health and spirits the couple decided to go for long daily walks.,6,1,48589,health and spirits,health,spirits,1,1
449,history,identity,13980,0.6706723891,Jonathon was unsure about the history and identity of the statue he saw in the park.,6,1,9376,history and identity,history,identity,1,2
456,ice,snow,278789,0.4094171578,All of the ice and snow outside made Luis want to stay in all day.,4,1,114141,ice and snow,ice,snow,1,1
458,improvements,land,17036,0.03868278939,Timothy said that the hotel needed more improvements and land to be able to make enough money.,8,1,659,improvements and land,improvements,land,1,2
460,influence,power,314032,0.1889011311,The employee used her influence and power in the company in order to get a raise.,5,1,59321,influence and power,influence,power,1,1
461,influence,prestige,40191,0.3460725038,The doctor's influence and prestige made her popular with patients.,3,1,13909,influence and prestige,influence,prestige,1,2
463,ink,paper,58599,0.4722606188,All you need is ink and paper in order to write the next great novel.,5,1,27674,ink and paper,ink,paper,1,1
467,jaws,teeth,26610,0.5205561819,Teddy was surprised at how large the jaws and teeth of the crocodiles he saw at the swamp were.,8,1,13852,jaws and teeth,jaws,teeth,1,2
469,kind,quantity,18201,0.7352892698,This was the kind and quantity of bread that he needed for the recipe.,4,1,13383,kind and quantity,kind,quantity,1,1
470,knowledge,skills,437430,0.6686052626,"Although Cassie's knowledge and skills were both strong, her exams were still difficult.",3,1,292468,knowledge and skills,knowledge,skills,1,2
474,law,order,682080,0.9852172766,There was a lack of law and order that caused some chaos.,6,1,671997,law and order,law,order,1,1
476,left,right,1786858,0.4326717624,You should look left and right before crossing the street.,4,1,773123,left and right,left,right,1,2
477,length,quality,10492,0.6245711018,She thought the length and quality of the boat would impress her friends.,4,1,6553,length and quality,length,quality,1,1
478,length,weight,30128,0.5539033457,She took note of the length and weight of the bed before trying to bring it into the small room.,6,1,16688,length and weight,length,weight,1,2
479,libraries,museums,33304,0.6304347826,The amount of time he spent in libraries and museums surpassed the amount of time he spent at home.,8,1,20996,libraries and museums,libraries,museums,1,1
480,life,religion,20659,0.5684689482,Jenny talked about life and religion with her brother and sister.,4,1,11744,life and religion,life,religion,1,2
481,light,shadow,128575,0.9083569901,It is important to consider both light and shadow when creating a still life painting.,7,1,116792,light and shadow,light,shadow,1,1
482,light,sound,68749,0.5895794848,The exhibit used light and sound to create an attention-grabbing experience.,4,1,40533,light and sound,light,sound,1,2
487,mamma,papa,30494,0.2655604381,Antonio wants to spend a lot of time with his mamma and papa while they are in town.,11,1,8097.999999,mamma and papa,mamma,papa,1,1
491,math,science,123868,0.7649110343,Ricky discovered that math and science are his favorite subjects in school.,4,1,94748,math and science,math,science,1,2
495,methods,principles,107758,0.1575753076,She didn't agree with the company's methods and principles so she made her opinion known.,7,1,16980,methods and principles,methods,principles,1,1
497,misery,pain,24920,0.2792536116,The people experienced misery and pain after they were shipwrecked for months.,4,1,6959.000001,misery and pain,misery,pain,1,2
499,months,years,125753,0.8928614029,"After many tiring months and years, the author finally published their book.",4,1,112280,months and years,months,years,1,1
501,morning,night,101769,0.3945110987,Kevin worked both morning and night shifts as an ER nurse.,4,1,40149,morning and night,morning,night,1,2
502,mother,son,128987,0.9364819711,Jack spent more time with his mother and son than any other family member.,7,1,120794,mother and son,mother,son,1,1
503,mouth,nostrils,23816,0.7699025865,"Evan took a look at the mouth and nostrils of his dog, and compared them to his own.",7,1,18336,mouth and nostrils,mouth,nostrils,1,2
504,movements,positions,13056,0.3334865196,"After hurting her foot, certain movements and positions caused her a lot of pain.",6,1,4354,movements and positions,movements,positions,1,1
505,mr.,mrs.,1680824,0.9980908174,The couple call each other mr. and mrs. Smith even though they aren't married.,6,1,1677615,mr. and mrs.,mr.,mrs.,1,2
509,needle,thread,64176,0.9341030915,He needed a needle and thread to fix the hole in his shirt.,4,1,59947,needle and thread,needle,thread,1,1
510,nights,weekends,17624,0.9411597821,Clare spent her nights and weekends working on new recipes for the cookbook she was writing.,4,1,16587,nights and weekends,nights,weekends,1,2
511,nitrogen,oxygen,93142,0.4186940371,The atmosphere is composed of nitrogen and oxygen as well as other elements.,6,1,38998,nitrogen and oxygen,nitrogen,oxygen,1,1
513,north,west,385427,0.7283169057,The boat sailed north and west to get to its destination.,4,1,280713,north and west,north,west,1,2
517,novels,tales,16797,0.7729951777,He had always loved novels and tales so he majored in English in college.,5,1,12984,novels and tales,novels,tales,1,1
519,pain,pressure,10781,0.4788053056,Jeremy felt pain and pressure in his chest that concerned him.,3,1,5162,pain and pressure,pain,pressure,1,2
522,peace,quiet,191274,0.9514779845,The students reserved a spot in the library for some peace and quiet to study for their upcoming exams.,11,1,181993,peace and quiet,peace,quiet,1,1
523,pepper,salt,831039,0.06075045816,The food is in need of pepper and salt because it's rather bland.,7,1,50486,pepper and salt,pepper,salt,1,2
525,pitch,volume,10617,0.6652538382,Musicians pride themselves on being able to adjust pitch and volume in order to produce art.,9,1,7063,pitch and volume,pitch,volume,1,1
526,place,time,1218090,0.1386769451,Finding a place and time for the meeting was very difficult due to the boss's busy schedule.,3,1,168921.0001,place and time,place,time,1,2
527,plans,projects,18234,0.8174838214,She had many plans and projects in the works for her small business.,4,1,14906,plans and projects,plans,projects,1,1
528,poetry,prose,222228,0.5465962885,The professor taught both poetry and prose in his Renaissance literature class.,5,1,121469,poetry and prose,poetry,prose,1,2
530,power,resources,45867,0.697625744,The business had the power and resources to create a multi-million dollar company.,5,1,31998,power and resources,power,resources,1,1
532,prose,verse,173062,0.6567068449,They discussed differences between prose and verse in her writing class.,5,1,113651,prose and verse,prose,verse,1,2
533,radar,radio,12445,0.3183607875,The soldiers used radar and radio to plan their next moves.,4,1,3962,radar and radio,radar,radio,1,1
535,research,training,108917,0.6437287109,The surgeon had to do a lot of research and training before attempting the risky procedure.,9,1,70113.00001,research and training,research,training,1,2
536,rights,wrongs,47755,0.9699926709,She considered the rights and wrongs of the situation before moving forward.,4,1,46322,rights and wrongs,rights,wrongs,1,1
538,sailors,soldiers,149549,0.116470187,"The little boy thought sailors and soldiers were cool, so he liked to dress up as them for Halloween.",5,1,17418,sailors and soldiers,sailors,soldiers,1,2
542,sights,sounds,143294,0.8994305414,"While traveling, Kim wanted to experience the sights and sounds of the city she was visiting.",8,1,128883,sights and sounds,sights,sounds,1,1
544,south,west,455538,0.6486220689,"The compass was broken, so it would only point to south and west instead of all four directions.",11,1,295472,south and west,south,west,1,2
546,stress,tension,32225,0.6198603569,"In order to get rid of stress and tension after his exam, Zack went for a run.",7,1,19975,stress and tension,stress,tension,1,1
547,sunrise,sunset,66190,0.7936848467,Andrew loved to be outside at sunrise and sunset during the summer months.,7,1,52534,sunrise and sunset,sunrise,sunset,1,2
548,sympathy,understanding,66140,0.6837163592,Being a therapist requires a lot of sympathy and understanding because you often have to deal with people in rough patches.,8,1,45221,sympathy and understanding,sympathy,understanding,1,1
549,teaching,writing,37699,0.6146847396,He has discovered that teaching and writing are what he wants to do for a career.,5,1,23173,teaching and writing,teaching,writing,1,2
550,testament,will,248768,0.001097408027,Louis discussed his testament and will with his lawyer last week.,4,1,273.0000001,testament and will,testament,will,1,1
554,skirt,sweater,9969,0.5119871602,Clarissa chose the skirt and sweater she would wear for her first day of school.,4,1,5104,skirt and sweater,skirt,sweater,1,2
556,checks,money,7950,0.7950943396,Graham disliked handling checks and money so he decided not to run for treasurer of the club.,4,1,6321,checks and money,checks,money,1,1
557,calluses,corns,5405,0.1800185014,The grandmother had a lot of calluses and corns on her feet which made it difficult to walk.,7,1,973.0000001,calluses and corns,calluses,corns,1,2
558,action,motion,5237,0.3971739546,All of the action and motion in the 3D film made some viewers dizzy.,4,1,2080,action and motion,action,motion,1,1
560,conduct,manners,5138,0.3956792526,"At a job interview, your conduct and manners can matter as much as your qualifications.",6,1,2033,conduct and manners,conduct,manners,1,2
562,hostility,indifference,4279,0.3136246787,A lot of people feel hostility and indifference from large bureaucratic institutions.,6,1,1342,hostility and indifference,hostility,indifference,1,1
566,schools,synagogues,3291,0.4080826497,There are some places that have schools and synagogues within the same vicinity.,7,1,1343,schools and synagogues,schools,synagogues,1,2
567,arrangers,composers,3127,0.1794051807,The work of many arrangers and composers went into producing the soundtrack.,5,1,561,arrangers and composers,arrangers,composers,1,1
571,candies,cookies,2837,0.3524850194,Stephen's parents banned candies and cookies from the house because he kept getting cavities.,4,1,1000,candies and cookies,candies,cookies,1,2
572,county,village,2834,0.4290755116,The nearby county and village faced constant threats from their neighbhors.,3,1,1216,county and village,county,village,1,1
573,charm,variety,2705,0.4377079482,Anthony missed the charm and variety of living in a big city.,4,1,1184,charm and variety,charm,variety,1,2
576,complexity,obscurity,1319,0.6504927976,The student found that the complexity and obscurity of her research topic made the project difficult.,6,1,858,complexity and obscurity,complexity,obscurity,1,1
579,file,rank,500989,0.0003572932739,Olivia's task was to file and rank the data her boss provided her.,5,1,179,file and rank,file,rank,1,2
584,folklore,legend,5914,0.5180926615,Mandy read about the folklore and legend surrounding King Arthur in her new book.,5,1,3064,folklore and legend,folklore,legend,1,1
586,contraction,dilation,3161,0.4618791522,Anna was confused about the difference between contraction and dilation so she talked to her doctor about it.,8,1,1460,contraction and dilation,contraction,dilation,1,2
587,ships,weapons,2628,0.7754946728,There are too many ships and weapons according to Jack's uncle.,5,1,2038,ships and weapons,ships,weapons,1,1
588,funnels,masts,2592,0.2581018519,They noticed that the funnels and masts on the ship were broken.,5,1,669.0000001,funnels and masts,funnels,masts,1,2
589,law,sovereignty,2097,0.6294706724,They discussed both law and sovereignty in their political science class.,4,1,1320,law and sovereignty,law,sovereignty,1,1
590,assurance,dignity,1291,0.4244771495,Richard tried to portray assurance and dignity at work but didn't know if he succeeded.,5,1,548,assurance and dignity,assurance,dignity,1,2
591,friends,partners,10050,0.6131343284,Josh and Jack had been friends and partners for almost ten years.,6,1,6162,friends and partners,friends,partners,1,1
594,trees,underbrush,9369,0.8759739567,All of the trees and underbrush made the area extremely green.,4,1,8207,trees and underbrush,trees,underbrush,1,2
596,december,may,9064,0.3022947926,He is so busy that december and may are the only months he can see his family.,6,1,2740,december and may,december,may,1,1
597,grains,seeds,8920,0.5920403587,Victoria liked her bread to have a variety of grains and seeds in it because she hated plain foods.,10,1,5281,grains and seeds,grains,seeds,1,2
598,beauty,color,8914,0.3467579089,The women at the store complimented the beauty and color of the girl's hair.,8,1,3091,beauty and color,beauty,color,1,1
599,legs,torso,8829,0.484086533,"Both her legs and torso are extremely long, so she always has to get her clothes tailored.",3,1,4274,legs and torso,legs,torso,1,2
600,transportation,utilities,8691,0.4913128524,Dylan had to spend a lot of money on transportation and utilities on top of all his other bills.,10,1,4270,transportation and utilities,transportation,utilities,1,1
602,science,tactics,8541,0.9921554853,Cynthia didn't understand the science and tactics behind the experiment she was reading about.,5,1,8474,science and tactics,science,tactics,1,2
606,astronomy,geology,7933,0.5831337451,Richard hated astronomy and geology so he avoided taking any classes in these subjects.,3,1,4626,astronomy and geology,astronomy,geology,1,1
607,feet,heads,7570,0.2124174373,Amy thinks that the feet and heads of the kittens are so cute.,5,1,1608,feet and heads,feet,heads,1,2
609,back,hips,7534,0.6851606053,Jon went to a chiropractic office to get his back and hips checked out by a professional.,10,1,5162,back and hips,back,hips,1,1
611,argument,debate,7440,0.6696236559,The couple's argument and debate over what to have for dinner lasted an hour.,3,1,4982,argument and debate,argument,debate,1,2
612,doubts,suspicions,7417,0.8328165026,The detective had doubts and suspicions about the suspect's alibi.,4,1,6177,doubts and suspicions,doubts,suspicions,1,1
614,arms,faces,7402,0.4437989733,Paul noticed that the arms and faces of his figurines could use some new paint.,5,1,3285,arms and faces,arms,faces,1,2
615,chrome,glass,7398,0.5510948905,The architect said that chrome and glass are his favorite materials to use in his designs.,5,1,4077,chrome and glass,chrome,glass,1,1
621,crises,problems,6694,0.2544069316,All of the crises and problems she had to overcome made her stronger.,4,1,1703,crises and problems,crises,problems,1,2
622,bathrobe,slippers,6684,0.8955715141,Kyle refused to leave his bathrobe and slippers at home when he travelled anywhere.,6,1,5986,bathrobe and slippers,bathrobe,slippers,1,1
624,boredom,loneliness,6246,0.4506884406,Chloe experienced boredom and loneliness over the summer because she missed her college friends.,3,1,2815,boredom and loneliness,boredom,loneliness,1,2
626,fun,pleasure,6132,0.684605349,All of the fun and pleasure that came with traveling made the cost worth it.,4,1,4198,fun and pleasure,fun,pleasure,1,1
628,fields,homes,6083,0.3074141049,"There were plenty of fields and homes in the town, which made it an ideal place for families.",5,1,1870,fields and homes,fields,homes,1,2
630,certainty,security,5706,0.5308447249,Trish appreciated the certainty and security that her job as a dentist provided.,4,1,3029,certainty and security,certainty,security,1,1
631,artist,critic,5674,0.8089531195,Lisa was both the artist and critic who worked on the magazine.,5,1,4590,artist and critic,artist,critic,1,2
633,brick,glass,5652,0.7342533616,A lot of brick and glass was needed to finish building the house.,4,1,4150,brick and glass,brick,glass,1,1
634,gas,light,5578,0.4845822876,Ted found out that the gas and light in his kitchen were not working.,6,1,2703,gas and light,gas,light,1,2
638,palm,pine,5388,0.5966963623,Frank decided that palm and pine trees are his favorite.,4,1,3215,palm and pine,palm,pine,1,1
639,fish,vegetable,5385,0.6674094708,He wanted to make a fish and vegetable soup that would impress his family.,6,1,3594,fish and vegetable,fish,vegetable,1,2
641,fury,pain,5310,0.2903954802,Wendy felt fury and pain when she learned that her uncle had died.,3,1,1542,fury and pain,fury,pain,1,1
642,gentleness,sweetness,5275,0.465971564,The dog's gentleness and sweetness made her loved by anyone who spent time with her.,3,1,2458,gentleness and sweetness,gentleness,sweetness,1,2
643,experiences,reactions,5219,0.7668135658,Randy said that her experiences and reactions made her quite the character.,5,1,4002,experiences and reactions,experiences,reactions,1,1
645,comedy,satire,5139,0.682428488,Olivia enjoyed comedy and satire and made sure that everyone knew.,3,1,3507,comedy and satire,comedy,satire,1,2
646,enthusiasm,warmth,5100,0.1703921569,Kristin appreciated Jack's enthusiasm and warmth so she spent a lot of time with him.,4,1,869.0000002,enthusiasm and warmth,enthusiasm,warmth,1,1
648,beauty,brains,5091,0.6201139265,Her mom says she has beauty and brains among many other things.,6,1,3157,beauty and brains,beauty,brains,1,2
650,imagination,originality,4763,0.4931765694,It takes a lot of imagination and originality to write a successful novel.,6,1,2349,imagination and originality,imagination,originality,1,1
651,ears,hair,4651,0.4325951408,Bill washed his ears and hair before going to bed.,4,1,2012,ears and hair,ears,hair,1,2
652,importance,validity,4610,0.3937093275,He questioned the importance and validity of the statements they were making.,4,1,1815,importance and validity,importance,validity,1,1
653,money,papers,4570,0.5424507659,Alice brought both the money and papers that were required to buy the house.,5,1,2479,money and papers,money,papers,1,2
656,blossom,leaf,4489,0.1846736467,Ethan kept track of the blossom and leaf of the plant to make sure it was healthy.,6,1,829,blossom and leaf,blossom,leaf,1,1
657,desolation,misery,4427,0.3724870115,Robert felt desolation and misery so he started going to therapy.,3,1,1649,desolation and misery,desolation,misery,1,2
658,boots,jacket,4308,0.3625812442,"On a trip to the mountains, Jane forgot her boots and jacket at home, so she had to make a trip to the mall.",10,1,1562,boots and jacket,boots,jacket,1,1
659,confusions,contradictions,4304,0.5559944238,All of the confusions and contradictions did not make Amy feel confident about the new rules.,4,1,2393,confusions and contradictions,confusions,contradictions,1,2
660,flames,sparks,4256,0.4823778195,Maeve stared at the flames and sparks that came from the fireplace.,5,1,2053,flames and sparks,flames,sparks,1,1
661,danger,threat,4180,0.4313397129,Riley thought that the danger and threat of sharks were too high to go surfing.,5,1,1803,danger and threat,danger,threat,1,2
663,berlin,frankfurt,4154,0.6114588349,Sam wanted to visit berlin and frankfurt on her trip to Germany.,5,1,2540,berlin and frankfurt,berlin,frankfurt,1,1
664,clothes,dishes,4140,0.5524154589,Molly needed to wash her clothes and dishes before leaving for her trip.,6,1,2287,clothes and dishes,clothes,dishes,1,2
665,comfort,companionship,4138,0.7728371194,He experienced comfort and companionship whenever he visited his Grandma.,3,1,3198,comfort and companionship,comfort,companionship,1,1
669,interest,payments,4047,0.2246108228,Christopher was stressed about the interest and payments he had for his loans.,6,1,908.9999999,interest and payments,interest,payments,1,2
670,gambling,vice,3997,0.5053790343,Christine joked that the words gambling and vice should be considered synonyms.,6,1,2020,gambling and vice,gambling,vice,1,1
673,leaves,limbs,3832,0.3063674322,All of the leaves and limbs of the trees obstructed the ocean view.,4,1,1174,leaves and limbs,leaves,limbs,1,2
677,activity,nature,3742,0.1317477285,"Timothy thought that he didn't have enough activity and nature in his life, so he decided to get out more.",8,1,493,activity and nature,activity,nature,1,1
678,sun,weather,3714,0.8893376414,Tina said that the sun and weather made her want to be outside.,5,1,3303,sun and weather,sun,weather,1,2
681,shooting,yelling,3658,0.3942044833,The movie had a lot of shooting and yelling which made Peter upset.,7,1,1442,shooting and yelling,shooting,yelling,1,1
682,arches,piers,3647,0.2278585138,Tamara learned how to properly design arches and piers in her architecture class.,7,1,830.9999998,arches and piers,arches,piers,1,2
683,investment,risk,3621,0.663352665,Harry didn't think the investment and risk were worth the money.,5,1,2402,investment and risk,investment,risk,1,1
684,control,growth,3621,0.1800607567,The lack of control and growth that the position offered made Jerry want to find a new job.,4,1,652,control and growth,control,growth,1,2
685,happiness,pain,3609,0.5996120809,"Ed feels happiness and pain when drinking milk because he loves the taste, but is lactose intolerant.",3,1,2164,happiness and pain,happiness,pain,1,1
686,Egypt,Europe,3595,0.4311543811,He wanted to visit Egypt and Europe once he had the time to travel.,5,1,1550,Egypt and Europe,Egypt,Europe,1,2
687,order,truth,3498,0.3865065752,The judge wanted order and truth from the lawyers and witnesses.,4,1,1352,order and truth,order,truth,1,1
688,factories,industries,3465,0.6614718615,Tristen worked in a variety of factories and industries before he was able to retire.,7,1,2292,factories and industries,factories,industries,1,2
689,name,year,3444,0.9378629501,Jasmine wanted to know the name and year of the car her friend was selling.,6,1,3230,name and year,name,year,1,1
690,river,sky,3362,0.6522903034,"On an afternoon walk, Cindy noticed that the river and sky were the same shade of blue.",9,1,2193,river and sky,river,sky,1,2
692,breakfast,luncheon,3299,0.929069415,The conference had a breakfast and luncheon included on the itinerary.,5,1,3065,breakfast and luncheon,breakfast,luncheon,1,1
693,attitude,experience,3253,0.4420534891,Both Jerry's attitude and experience made him an excellent candidate for the job.,3,1,1438,attitude and experience,attitude,experience,1,2
694,pilot,plane,3214,0.321717486,There was a need for a pilot and plane for the flight to Hawaii.,7,1,1034,pilot and plane,pilot,plane,1,1
695,malaria,typhoid,3188,0.6420953576,Trina got her malaria and typhoid vaccines before travelling the world.,4,1,2047,malaria and typhoid,malaria,typhoid,1,2
697,economist,historian,3086,0.4744005185,He was surprised that both the economist and historian are named Jane Doe.,7,1,1464,economist and historian,economist,historian,1,1
701,silence,space,2998,0.3108739159,Ryan wanted silence and space after a long day of work.,3,1,931.9999999,silence and space,silence,space,1,2
702,fingers,mouth,2949,0.3808070532,Both her fingers and mouth were dirty from eating ribs.,3,1,1123,fingers and mouth,fingers,mouth,1,1
703,power,variety,2907,0.5555555556,Brian said that the power and variety of the cars at the dealership left him unimpressed.,5,1,1615,power and variety,power,variety,1,2
705,habits,movements,2899,0.3477061056,He kept track of his dog's habits and movements because the vet told him to.,7,1,1008,habits and movements,habits,movements,1,1
707,boardinghouses,hotels,2816,0.1807528409,She spent a lot of time in boardinghouses and hotels during her summer travels.,8,1,509,boardinghouses and hotels,boardinghouses,hotels,1,2
710,happiness,warmth,2791,0.1820136152,Clarissa felt happiness and warmth whenever she hugged her mom.,3,1,508,happiness and warmth,happiness,warmth,1,1
712,means,motives,2767,0.5095771594,He was trying to understand the means and motives behind this controversial decision.,7,1,1410,means and motives,means,motives,1,2
713,fear,relief,2765,0.6459312839,Mary felt both fear and relief about graduating from high school.,4,1,1786,fear and relief,fear,relief,1,1
717,clippings,pictures,2541,0.5356158993,She used many clippings and pictures for the collage she was working on.,4,1,1361,clippings and pictures,clippings,pictures,1,2
719,domination,influence,2524,0.383518225,The player's domination and influence made them the obvious choice for captain of the team.,3,1,967.9999999,domination and influence,domination,influence,1,1
720,action,conversation,2470,0.3672064777,There was action and conversation occurring in every scene of the movie.,3,1,906.9999999,action and conversation,action,conversation,1,2
721,pattern,sequence,2372,0.5438448567,They discussed the connection between a pattern and sequence in their math class today.,7,1,1290,pattern and sequence,pattern,sequence,1,1
722,detective,police,2346,0.2199488491,Usually the town's detective and police work together to deal with criminals.,4,1,516,detective and police,detective,police,1,2
724,gardens,lawn,2244,0.2081105169,He makes sure to water the gardens and lawn of the estate every other day.,7,1,466.9999999,gardens and lawn,gardens,lawn,1,1
727,ammo,weapons,2212,0.1003616637,The military has ammo and weapons readily available to them.,4,1,222.0000001,ammo and weapons,ammo,weapons,1,2
729,associations,enterprises,2189,0.3992690726,She dealt with different associations and enterprises in her line of work.,5,1,873.9999999,associations and enterprises,associations,enterprises,1,1
733,certainty,order,2092,0.3231357553,Jake liked the certainty and order that his job provided him.,4,1,676.0000001,certainty and order,certainty,order,1,2
734,discretion,moderation,2059,0.4691597863,"There was an absence of discretion and moderation in the decision, which upset many people.",6,1,966,discretion and moderation,discretion,moderation,1,1
736,captain,leader,2031,0.5869030034,The team thought of her as a captain and leader even though she didn't officially have the title.,8,1,1192,captain and leader,captain,leader,1,2
737,control,intelligence,2022,0.5326409496,Jason wanted to be known for his control and intelligence instead of being known for his temper.,8,1,1077,control and intelligence,control,intelligence,1,1
738,grease,sweat,2001,0.5257371314,"At the end of the day, Fred washed the grease and sweat off of his face.",10,1,1052,grease and sweat,grease,sweat,1,2
739,comprehension,control,1993,0.7717009533,There was a lack of comprehension and control that made Stephanie feel uneasy.,6,1,1538,comprehension and control,comprehension,control,1,1
742,cost,upkeep,1881,0.9393939394,They didn't think the house was worth the cost and upkeep it would take to keep it.,9,1,1767,cost and upkeep,cost,upkeep,1,2
743,men,objects,1870,0.7427807487,The artist painted men and objects for the museum's upcoming exhibit.,4,1,1389,men and objects,men,objects,1,1
745,betrayal,murder,1796,0.6542316258,The book was about a betrayal and murder and Harry thought it was very interesting.,6,1,1175,betrayal and murder,betrayal,murder,1,2
747,confusion,congestion,1755,0.4051282051,The traffic caused confusion and congestion for the drivers on the busy highway.,4,1,711,confusion and congestion,confusion,congestion,1,1
751,boulders,ledges,1599,0.4759224515,Paula climbed boulders and ledges with her friend Chris.,3,1,760.9999999,boulders and ledges,boulders,ledges,1,2
754,tensions,uncertainties,1587,0.7429111531,Chris said all of the tensions and uncertainties made him feel uncomfortable.,6,1,1179,tensions and uncertainties,tensions,uncertainties,1,1
755,beauty,poise,1571,0.6098026735,The model's beauty and poise got her booked for a lot of shows.,3,1,958.0000001,beauty and poise,beauty,poise,1,2
758,fairness,moderation,1517,0.6117336849,Gino thought that fairness and moderation were concepts that should go together.,4,1,928,fairness and moderation,fairness,moderation,1,1
761,head,teeth,1481,0.7400405132,"Both Vanessa's head and teeth were bothering her, so she took some medicine for the pain.",3,1,1096,head and teeth,head,teeth,1,2
762,cod,salmon,1472,0.5033967391,He made sure the chef knew that cod and salmon are his sister's favorite types of fish.,8,1,741,cod and salmon,cod,salmon,1,1
764,chopping,sawing,1425,0.4940350877,It took a lot of chopping and sawing to remove the dead trees.,6,1,704,chopping and sawing,chopping,sawing,1,2
765,anxiety,dismay,1411,0.616583983,Josh was filled with anxiety and dismay and didn't know what to do about it.,5,1,870,anxiety and dismay,anxiety,dismay,1,1
766,resources,riches,1403,0.307911618,The couple had the resources and riches to start their own company.,5,1,432.0000001,resources and riches,resources,riches,1,2
768,bandits,outlaws,1364,0.5476539589,She watched an old western movie about bandits and outlaws with both of her roommates.,8,1,746.9999999,bandits and outlaws,bandits,outlaws,1,1
771,barges,towboats,1270,0.3897637795,The ocean was filled with barges and towboats so Mara didn't want to go in the water.,6,1,495,barges and towboats,barges,towboats,1,2
772,celebration,ritual,1211,0.2997522709,The event was considered both a celebration and ritual by all who attended.,7,1,363.0000001,celebration and ritual,celebration,ritual,1,1
774,letters,magazines,1182,0.6455160745,Xena read many of her old letters and magazines instead of going on her phone.,7,1,763.0000001,letters and magazines,letters,magazines,1,2
777,disdain,indifference,1129,0.3268379097,"Nathan felt disdain and indifference towards Mark, so he avoided him.",3,1,369.0000001,disdain and indifference,disdain,indifference,1,1
